venta_id,cliente_id,producto_id,fecha_venta,cantidad,precio_unitario,monto_total
592,81,19,2026-06-30,2,337.8,675.6
593,81,30,2026-03-11,7,272.78,1909.46
594,96,11,2026-04-27,5,69.29,346.45
595,176,5,2025-12-03,3,473.96,1421.88
596,18,23,2025-12-07,8,56.22,449.76
597,22,14,2026-01-13,2,298.34,596.68
598,111,28,2025-12-24,2,402.29,804.58
599,191,16,2025-09-20,2,122.18,244.36
600,34,36,2026-08-01,6,91.49,548.94
601,16,17,2025-10-01,9,431.22,3880.98
602,144,30,2026-01-04,10,272.78,2727.8
603,85,39,2026-01-16,9,195.7,1761.3
604,106,13,2025-12-23,2,298.27,596.54
605,171,17,2026-03-11,6,431.22,2587.32
606,185,41,2026-01-08,7,149.77,1048.39
607,74,37,2026-07-17,1,-25.0,-25.0
608,80,1,2025-09-21,10,128.03,1280.3
609,27,14,2026-01-09,6,298.34,1790.04
610,130,43,2025-12-05,10,116.67,1166.7
611,40,38,2026-03-06,4,452.2,1808.8
612,58,14,2026-03-20,8,298.34,2386.72
613,90,40,2026-04-16,2,139.95,279.9
614,95,2,2026-03-05,9,51.97,467.73
615,196,27,2025-11-22,2,39.7,79.4
616,147,14,2025-12-02,5,298.34,1491.7
617,110,27,2026-07-25,4,39.7,158.8
618,197,14,2026-06-16,9,298.34,2685.06
619,158,23,2026-08-10,10,56.22,562.2
620,7,11,2025-11-17,9,69.29,623.61
621,169,31,2026-01-09,10,216.72,2167.2
622,8,43,2026-06-30,5,116.67,583.35
623,70,38,2026-07-19,3,452.2,1356.6
624,87,49,2026-04-16,5,427.16,2135.8
625,2,31,2025-11-04,6,216.72,1300.32
626,37,9,2026-02-28,3,497.62,1492.86
627,169,2,2026-04-07,10,51.97,519.7
628,18,9,2026-07-30,7,497.62,3483.34
629,190,11,2026-06-28,3,69.29,207.87
630,24,6,2026-06-26,1,139.88,139.88
631,56,44,2026-05-10,9,293.8,2644.2
632,108,34,2025-11-20,7,34.79,243.53
633,88,29,2026-03-16,8,131.84,1054.72
634,95,39,2025-09-22,3,195.7,587.1
635,185,33,2025-11-10,5,227.13,1135.65
636,199,13,2026-07-26,6,298.27,1789.62
637,153,23,2026-08-29,10,56.22,562.2
638,14,44,2025-11-09,2,293.8,587.6
639,41,45,2025-10-13,3,376.51,1129.53
640,13,7,2026-03-04,10,482.54,4825.4
641,70,27,2025-11-28,2,39.7,79.4
642,170,2,2025-11-12,8,51.97,415.76
643,125,48,2026-01-12,7,37.87,265.09
644,114,48,2026-01-17,10,37.87,378.7
645,70,1,2025-10-30,7,128.03,896.21
646,194,21,2025-11-15,4,129.07,516.28
647,30,28,2025-12-22,9,402.29,3620.61
648,111,4,2025-12-05,6,72.91,437.46
649,73,47,2026-08-15,2,256.4,512.8
650,125,32,2025-11-18,10,236.69,2366.9
651,171,43,2026-02-01,9,116.67,1050.03
652,12,19,2026-08-06,5,337.8,1689.0
653,102,19,2026-04-16,4,337.8,1351.2
654,15,45,2025-11-13,10,376.51,3765.1
655,53,13,2026-08-11,1,298.27,298.27
656,55,24,2026-06-11,5,183.61,918.05
657,196,41,2025-12-05,3,149.77,449.31
658,75,49,2026-05-21,5,427.16,2135.8
659,31,4,2026-03-13,6,72.91,437.46
660,128,29,2025-11-12,1,131.84,131.84
661,45,35,2026-02-07,7,484.81,3393.67
662,98,26,2026-07-02,3,339.95,1019.85
663,181,24,2026-04-26,9,183.61,1652.49
664,129,40,2026-03-01,4,139.95,559.8
665,172,4,2026-07-24,9,72.91,656.19
666,19,5,2025-12-09,6,473.96,2843.76
667,190,39,2026-03-09,7,195.7,1369.9
668,112,42,2026-04-16,1,85.85,85.85
669,118,9,2026-04-19,1,497.62,497.62
670,81,50,2026-06-18,2,301.57,603.14
671,110,38,2026-03-10,10,452.2,4522.0
672,104,6,2026-04-25,10,139.88,1398.8
673,75,50,2026-03-25,7,301.57,2110.99
674,104,30,2026-03-18,2,272.78,545.56
675,84,44,2026-06-30,1,293.8,293.8
676,159,18,2026-03-23,3,261.94,785.82
677,177,5,2026-07-20,8,473.96,3791.68
678,23,15,2026-07-11,6,44.79,268.74
679,28,36,2025-10-24,7,91.49,640.43
680,112,16,2026-06-24,4,122.18,488.72
681,103,18,2026-06-13,10,261.94,2619.4
682,21,21,2026-07-14,9,129.07,1161.63
683,80,34,2026-04-21,7,34.79,243.53
684,57,16,2025-11-15,6,122.18,733.08
685,200,34,2025-11-28,6,34.79,208.74
686,20,1,2026-02-01,3,128.03,384.09
687,163,24,2025-09-29,9,183.61,1652.49
688,136,20,2026-03-05,2,274.22,548.44
689,50,19,2026-04-19,9,337.8,3040.2
690,90,11,2026-05-28,6,69.29,415.74
691,61,4,2025-12-20,3,72.91,218.73
692,38,5,2026-08-24,2,473.96,947.92
693,51,16,2026-05-26,5,122.18,610.9
694,155,9,2025-09-25,3,497.62,1492.86
695,195,42,2025-12-02,3,85.85,257.55
696,46,29,2025-10-30,2,131.84,263.68
697,119,11,2025-11-10,8,69.29,554.32
698,195,17,2026-05-23,10,431.22,4312.2
699,115,16,2026-08-02,10,122.18,1221.8
700,165,1,2025-11-04,10,128.03,1280.3
701,83,50,2026-05-14,10,301.57,3015.7
702,39,16,2026-01-28,6,122.18,733.08
703,18,46,2026-08-17,8,34.57,276.56
704,114,32,2025-10-04,8,236.69,1893.52
705,71,12,2025-10-31,5,41.37,206.85
706,15,32,2026-02-12,10,236.69,2366.9
707,130,29,2026-02-12,6,131.84,791.04
708,80,14,2026-06-01,2,298.34,596.68
709,116,4,2025-12-03,8,72.91,583.28
710,15,1,2025-11-09,1,128.03,128.03
711,74,42,2026-07-02,6,85.85,515.1
712,166,34,2026-02-21,2,34.79,69.58
713,158,32,2026-08-16,2,236.69,473.38
714,130,1,2025-12-31,10,128.03,1280.3
715,119,7,2025-12-30,7,482.54,3377.78
716,142,1,2026-06-29,10,128.03,1280.3
717,116,3,2025-11-04,1,409.85,409.85
718,167,4,2025-10-26,10,72.91,729.1
719,83,49,2026-07-21,4,427.16,1708.64
720,122,5,2026-07-31,10,473.96,4739.6
721,39,30,2026-07-17,9,272.78,2455.02
722,116,17,2025-09-15,1,431.22,431.22
723,88,39,2026-03-18,2,195.7,391.4
724,130,19,2026-04-18,2,337.8,675.6
725,11,38,2026-02-20,3,452.2,1356.6
726,182,2,2026-05-05,4,51.97,207.88
727,113,25,2026-09-08,8,238.84,1910.72
728,134,18,2026-04-13,9,261.94,2357.46
729,41,43,2025-12-09,10,116.67,1166.7
730,96,30,2026-04-29,6,272.78,1636.68
731,100,26,2025-12-04,5,339.95,1699.75
732,199,17,2026-07-10,7,431.22,3018.54
733,174,13,2026-09-10,6,298.27,1789.62
734,14,22,2026-04-27,10,405.67,4056.7
735,17,7,2026-03-17,6,482.54,2895.24
736,25,30,2026-04-11,6,272.78,1636.68
737,174,13,2026-08-08,9,298.27,2684.43
738,73,37,2025-09-20,7,-25.0,-175.0
739,186,32,2025-10-18,5,236.69,1183.45
740,39,24,2026-02-06,10,183.61,1836.1
741,21,10,2025-12-12,6,224.67,1348.02
742,170,15,2026-01-30,10,44.79,447.9
743,90,37,2025-10-27,3,-25.0,-75.0
744,168,49,2025-10-23,5,427.16,2135.8
745,34,20,2026-09-02,7,274.22,1919.54
746,182,45,2026-06-08,10,376.51,3765.1
747,80,2,2026-09-01,2,51.97,103.94
748,97,36,2025-10-09,9,91.49,823.41
749,33,6,2026-06-17,6,139.88,839.28
750,24,5,2026-06-08,9,473.96,4265.64
751,131,50,2026-07-26,7,301.57,2110.99
752,5,33,2026-07-14,6,227.13,1362.78
753,80,37,2026-02-01,6,-25.0,-150.0
754,55,45,2025-12-17,3,376.51,1129.53
755,197,42,2025-10-29,6,85.85,515.1
756,50,5,2025-10-11,8,473.96,3791.68
757,36,2,2026-02-16,4,51.97,207.88
758,20,30,2026-01-21,3,272.78,818.34
759,26,29,2026-04-03,5,131.84,659.2
760,198,1,2026-03-03,9,128.03,1152.27
761,190,25,2026-08-26,9,238.84,2149.56
762,10,26,2026-03-16,9,339.95,3059.55
763,197,11,2026-05-15,6,69.29,415.74
764,34,3,2026-07-30,10,409.85,4098.5
765,97,37,2025-12-27,10,-25.0,-250.0
766,42,5,2026-05-08,3,473.96,1421.88
767,178,29,2026-09-03,3,131.84,395.52
768,43,28,2026-07-28,10,402.29,4022.9
769,12,27,2025-11-26,8,39.7,317.6
770,94,45,2025-11-04,7,376.51,2635.57
771,114,17,2025-12-24,4,431.22,1724.88
772,73,45,2026-02-28,10,376.51,3765.1
773,60,47,2026-07-14,8,256.4,2051.2
774,62,46,2026-06-20,9,34.57,311.13
775,121,30,2025-11-14,5,272.78,1363.9
776,95,36,2025-09-16,4,91.49,365.96
777,113,50,2025-12-20,10,301.57,3015.7
778,197,29,2026-04-28,8,131.84,1054.72
779,200,35,2025-10-25,5,484.81,2424.05
780,129,18,2026-06-11,7,261.94,1833.58
781,108,50,2026-06-02,9,301.57,2714.13
782,52,30,2025-12-26,3,272.78,818.34
783,36,37,2025-09-24,10,-25.0,-250.0
784,14,18,2026-05-01,5,261.94,1309.7
785,96,47,2026-04-16,8,256.4,2051.2
786,27,21,2026-01-11,9,129.07,1161.63
787,32,13,2025-11-26,9,298.27,2684.43
788,22,36,2025-12-09,5,91.49,457.45
789,70,37,2026-09-09,3,-25.0,-75.0
790,132,28,2025-10-08,8,402.29,3218.32
791,112,14,2025-11-06,3,298.34,895.02
792,57,49,2026-05-06,2,427.16,854.32
793,90,7,2026-01-13,8,482.54,3860.32
794,107,39,2025-10-21,1,195.7,195.7
795,102,26,2026-05-11,1,339.95,339.95
796,96,37,2025-10-10,9,-25.0,-225.0
797,99,3,2026-01-07,4,409.85,1639.4
798,96,32,2026-09-07,2,236.69,473.38
799,8,45,2026-04-08,4,376.51,1506.04
800,26,23,2025-11-20,6,56.22,337.32
801,38,38,2026-03-28,6,452.2,2713.2
802,10,2,2025-10-13,3,51.97,155.91
803,121,48,2026-04-29,5,37.87,189.35
804,195,12,2026-04-08,3,41.37,124.11
805,115,44,2025-10-12,8,293.8,2350.4
806,9999,42,2025-12-17,10,85.85,858.5
807,5,15,2026-03-18,2,44.79,89.58
808,56,2,2026-07-07,5,51.97,259.85
809,141,23,2026-03-08,3,56.22,168.66
810,136,22,2026-08-28,10,405.67,4056.7
811,29,19,2025-09-15,7,337.8,2364.6
812,61,18,2026-06-04,5,261.94,1309.7
813,32,38,2026-03-05,5,452.2,2261.0
814,62,39,2026-04-25,1,195.7,195.7
815,164,35,2026-03-01,7,484.81,3393.67
816,118,26,2026-07-02,10,339.95,3399.5
817,29,43,2026-03-11,2,116.67,233.34
818,153,14,2026-02-06,8,298.34,2386.72
819,5,3,2026-02-18,9,409.85,3688.65
820,148,6,2026-01-23,9,139.88,1258.92
821,184,9,2025-12-19,4,497.62,1990.48
822,75,20,2026-08-11,3,274.22,822.66
823,1,32,2026-09-12,7,236.69,1656.83
824,91,41,2026-01-17,10,149.77,1497.7
825,147,6,2026-06-08,4,139.88,559.52
826,48,5,2026-06-17,7,473.96,3317.72
827,135,24,2026-05-20,2,183.61,367.22
828,18,46,2026-09-01,6,34.57,207.42
829,140,5,2026-09-11,9,473.96,4265.64
830,130,22,2026-01-14,9,405.67,3651.03
831,6,35,2026-02-08,9,484.81,4363.29
832,121,47,2026-04-05,7,256.4,1794.8
833,163,31,2025-12-18,1,216.72,216.72
834,96,40,2026-05-18,7,139.95,979.65
835,192,6,2026-06-15,5,139.88,699.4
836,92,30,2026-03-09,1,272.78,272.78
837,89,45,2025-11-04,2,376.51,753.02
838,188,32,2026-09-08,4,236.69,946.76
839,198,24,2025-09-17,2,183.61,367.22
840,189,5,2025-10-21,10,473.96,4739.6
841,35,24,2026-03-07,6,183.61,1101.66
842,91,8,2026-05-03,1,359.34,359.34
843,87,17,2026-03-19,9,431.22,3880.98
844,200,17,2026-02-13,3,431.22,1293.66
845,179,46,2026-04-27,8,34.57,276.56
846,162,4,2025-11-05,8,72.91,583.28
847,35,15,2026-01-02,3,44.79,134.37
848,184,42,2025-09-17,2,85.85,171.7
849,10,13,2026-03-12,8,298.27,2386.16
850,52,13,2026-02-13,5,298.27,1491.35
851,52,1,2026-03-24,1,128.03,128.03
852,81,22,2025-09-25,1,405.67,405.67
853,132,27,2025-12-10,5,39.7,198.5
854,140,7,2025-10-28,7,482.54,3377.78
855,65,24,2026-05-30,8,183.61,1468.88
856,193,1,2026-06-06,1,128.03,128.03
857,74,13,2026-01-25,4,298.27,1193.08
858,200,11,2026-07-06,6,69.29,415.74
859,168,49,2025-09-29,1,427.16,427.16
860,70,30,2025-10-15,6,272.78,1636.68
861,95,42,2025-10-20,2,85.85,171.7
862,103,42,2026-01-15,7,85.85,600.95
863,99,45,2026-01-09,8,376.51,3012.08
864,48,14,2025-12-24,6,298.34,1790.04
865,178,15,2026-08-21,8,44.79,358.32
866,95,39,2026-05-15,8,195.7,1565.6
867,69,21,2026-04-04,9,129.07,1161.63
868,187,4,2025-11-14,2,72.91,145.82
869,21,11,2026-06-29,7,69.29,485.03
870,155,47,2026-06-06,7,256.4,1794.8
871,140,42,2025-11-14,3,85.85,257.55
872,83,30,2025-11-23,5,272.78,1363.9
873,21,12,2025-12-13,2,41.37,82.74
874,170,29,2025-10-31,6,131.84,791.04
875,79,16,2026-04-24,5,122.18,610.9
876,155,35,2026-08-10,8,484.81,3878.48
877,43,25,2026-08-17,7,238.84,1671.88
878,90,23,2026-05-12,8,56.22,449.76
879,11,13,2026-01-24,8,298.27,2386.16
880,158,31,2025-11-07,6,216.72,1300.32
881,71,48,2026-04-04,7,37.87,265.09
882,20,14,2026-08-31,1,298.34,298.34
883,94,10,2026-06-05,7,224.67,1572.69
884,192,20,2026-08-22,9,274.22,2467.98
885,8,27,2026-07-14,3,39.7,119.1
886,156,2,2026-04-11,3,51.97,155.91
887,9,1,2025-09-22,8,128.03,1024.24
888,18,47,2025-10-20,3,256.4,769.2
889,200,20,2026-07-22,4,274.22,1096.88
890,93,49,2025-09-21,6,427.16,2562.96
891,146,26,2026-06-21,7,339.95,2379.65
892,155,39,2026-02-06,1,195.7,195.7
893,174,31,2026-03-05,3,216.72,650.16
894,95,20,2026-05-07,8,274.22,2193.76
895,114,1,2026-07-28,6,128.03,768.18
896,147,15,2026-01-16,2,44.79,89.58
897,136,7,2025-09-19,3,482.54,1447.62
898,102,28,2026-08-25,6,402.29,2413.74
899,167,3,2026-05-29,-1,409.85,2459.1
900,64,12,2025-12-31,5,41.37,206.85
901,7,32,2026-08-22,2,236.69,473.38
902,128,31,2026-06-13,3,216.72,650.16
903,100,42,2025-09-16,9,85.85,772.65
904,31,11,2026-04-05,9,69.29,623.61
905,199,4,2025-09-29,5,72.91,364.55
906,181,32,2026-04-10,5,236.69,1183.45
907,55,23,2026-05-27,8,56.22,449.76
908,74,23,2025-12-06,10,56.22,562.2
909,52,6,2026-06-01,8,139.88,1119.04
910,35,38,2026-09-03,2,452.2,904.4
911,116,29,2025-10-09,2,131.84,263.68
912,183,26,2025-12-03,3,339.95,1019.85
913,23,34,2026-02-04,8,34.79,278.32
914,171,39,2025-10-06,6,195.7,1174.2
915,182,46,2026-08-05,6,34.57,207.42
916,141,39,2026-03-26,2,195.7,391.4
917,75,43,2026-01-28,9,116.67,1050.03
918,41,42,2026-09-04,5,85.85,429.25
919,93,46,2026-07-04,3,34.57,103.71
920,58,36,2025-12-09,9,91.49,823.41
921,52,5,2026-01-06,2,473.96,947.92
922,61,26,2026-07-19,3,339.95,1019.85
923,7,49,2026-06-29,8,427.16,3417.28
924,142,46,2025-12-08,6,34.57,207.42
925,95,10,2026-08-04,10,224.67,2246.7
926,142,2,2026-04-14,8,51.97,415.76
927,157,25,2025-09-29,3,238.84,716.52
928,17,24,2025-12-14,2,183.61,367.22
929,102,24,2026-07-15,5,183.61,918.05
930,135,23,2026-09-11,8,56.22,449.76
931,197,35,2026-02-01,7,484.81,3393.67
932,148,10,2026-06-24,7,224.67,1572.69
933,33,10,2026-05-08,2,224.67,449.34
934,9999,9,2025-11-05,6,497.62,2985.72
935,116,29,2026-05-16,2,131.84,263.68
936,175,27,2026-03-11,8,39.7,317.6
937,89,34,2026-02-24,9,34.79,313.11
938,200,35,2026-05-12,3,484.81,1454.43
939,164,26,2026-06-04,9,339.95,3059.55
940,47,12,2026-03-23,10,41.37,413.7
941,111,47,2026-05-12,3,256.4,769.2
942,15,7,2026-06-04,9,482.54,4342.86
943,133,17,2025-10-02,2,431.22,862.44
944,78,8,2026-08-30,3,359.34,1078.02
945,42,48,2025-11-07,3,37.87,113.61
946,182,23,2025-10-04,6,56.22,337.32
947,89,44,2026-01-30,4,293.8,1175.2
948,73,9,2026-02-18,9,497.62,4478.58
949,65,27,2025-10-01,2,39.7,79.4
950,163,7,2026-06-10,4,482.54,1930.16
951,71,7,2026-09-08,9,482.54,4342.86
952,161,37,2026-02-06,3,-25.0,-75.0
953,158,21,2025-10-10,5,129.07,645.35
954,24,28,2025-11-13,9,402.29,3620.61
955,165,34,2025-12-31,9,34.79,313.11
956,152,36,2025-12-27,3,91.49,274.47
957,40,50,2025-12-19,10,301.57,3015.7
958,169,38,2025-11-22,3,452.2,1356.6
959,185,30,2026-08-11,10,272.78,2727.8
960,87,25,2026-01-31,10,238.84,2388.4
961,11,23,2026-03-30,10,56.22,562.2
962,21,37,2026-04-22,1,-25.0,-25.0
963,165,44,2026-08-23,1,293.8,293.8
964,68,42,2026-03-17,10,85.85,858.5
965,197,11,2026-05-05,4,69.29,277.16
966,107,15,2026-07-30,10,44.79,447.9
967,164,27,2026-04-06,10,39.7,397.0
968,128,19,2026-08-12,1,337.8,337.8
969,75,26,2026-08-06,9,339.95,3059.55
970,124,39,2025-10-10,5,195.7,978.5
971,176,12,2025-12-19,4,41.37,165.48
972,77,28,2026-04-09,7,402.29,2816.03
973,19,7,2026-06-01,8,482.54,3860.32
974,41,46,2026-04-11,1,34.57,34.57
975,107,18,2026-06-21,8,261.94,2095.52
976,119,40,2025-10-24,8,139.95,1119.6
977,88,25,2025-12-16,4,238.84,955.36
978,37,31,2026-07-15,10,216.72,2167.2
979,184,43,2026-06-14,6,116.67,700.02
980,188,18,2025-10-05,6,261.94,1571.64
981,103,16,2026-07-15,6,122.18,733.08
982,195,29,2026-04-22,3,131.84,395.52
983,132,40,2026-04-21,6,139.95,839.7
984,28,7,2026-03-17,9,482.54,4342.86
985,62,3,2026-03-31,6,409.85,2459.1
986,32,32,2026-02-11,8,236.69,1893.52
987,116,25,2026-08-10,5,238.84,1194.2
988,37,14,2026-04-18,4,298.34,1193.36
989,13,1,2025-10-26,2,128.03,256.06
990,99,31,2026-08-29,5,216.72,1083.6
991,108,41,2025-09-15,10,149.77,1497.7
992,41,37,2026-01-02,4,-25.0,-100.0
993,148,28,2025-11-25,6,402.29,2413.74
994,49,40,2025-10-26,6,139.95,839.7
995,128,40,2025-11-15,3,139.95,419.85
996,120,32,2026-01-26,9,236.69,2130.21
997,79,16,2026-08-06,8,122.18,977.44
998,6,11,2025-11-10,8,69.29,554.32
999,101,19,2026-03-22,2,337.8,675.6
1000,118,16,2026-09-03,9,122.18,1099.62
1001,56,20,2025-12-07,4,274.22,1096.88
1002,91,25,2026-04-16,10,238.84,2388.4
1003,13,13,2026-07-06,1,298.27,298.27
1004,127,15,2026-09-04,5,44.79,223.95
1005,168,6,2026-02-17,10,139.88,1398.8
1006,74,41,2026-05-16,8,149.77,1198.16
1007,3,27,2025-10-17,9,39.7,357.3
1008,111,45,2026-01-23,2,376.51,753.02
1009,68,39,2026-03-13,3,195.7,587.1
1010,196,45,2026-07-20,6,376.51,2259.06
1011,94,25,2026-09-01,7,238.84,1671.88
1012,103,26,2025-11-26,1,339.95,339.95
1013,146,12,2026-03-09,1,41.37,41.37
1014,50,15,2025-10-02,9,44.79,403.11
1015,142,13,2026-02-23,6,298.27,1789.62
1016,19,14,2026-06-22,5,298.34,1491.7
1017,130,45,2026-05-17,7,376.51,2635.57
1018,196,19,2025-11-04,8,337.8,2702.4
1019,72,44,2026-04-24,9,293.8,2644.2
1020,175,30,2026-01-26,10,272.78,2727.8
1021,31,5,2026-01-18,10,473.96,4739.6
1022,25,7,2025-11-25,3,482.54,1447.62
1023,96,11,2026-04-01,7,69.29,485.03
1024,143,6,2026-07-14,6,139.88,839.28
1025,194,46,2025-10-04,6,34.57,207.42
1026,51,46,2026-09-12,3,34.57,103.71
1027,131,37,2026-07-21,10,-25.0,-250.0
1028,129,28,2026-06-11,7,402.29,2816.03
1029,12,6,2025-10-01,1,139.88,139.88
1030,36,4,2026-09-10,1,72.91,72.91
1031,122,21,2025-12-13,6,129.07,774.42
1032,117,48,2026-08-11,9,37.87,340.83
1033,156,41,2026-05-05,3,149.77,449.31
1034,36,26,2026-02-03,9,339.95,3059.55
1035,157,45,2025-12-29,6,376.51,2259.06
1036,42,47,2026-08-07,6,256.4,1538.4
1037,158,10,2026-03-11,7,224.67,1572.69
1038,152,29,2026-03-13,5,131.84,659.2
1039,130,12,2026-06-23,6,41.37,248.22
1040,137,15,2025-11-27,9,44.79,403.11
1041,182,42,2026-02-06,8,85.85,686.8
1042,77,35,2025-12-24,10,484.81,4848.1
1043,5,10,2026-07-28,8,224.67,1797.36
1044,85,3,2026-08-16,6,409.85,2459.1
1045,107,31,2026-05-19,2,216.72,433.44
1046,79,36,2026-06-30,10,91.49,914.9
1047,153,18,2026-02-23,1,261.94,261.94
1048,68,35,2026-03-27,8,484.81,3878.48
1049,148,37,2026-06-24,10,-25.0,-250.0
1050,185,2,2026-07-26,4,51.97,207.88
1051,150,39,2026-01-08,1,195.7,195.7
1052,44,46,2026-03-17,8,34.57,276.56
1053,162,46,2026-07-10,9,34.57,311.13
1054,199,40,2025-11-07,10,139.95,1399.5
1055,38,12,2026-01-21,7,41.37,289.59
1056,9,30,2026-08-31,4,272.78,1091.12
1057,180,26,2026-02-23,10,339.95,3399.5
1058,49,7,2025-09-25,2,482.54,965.08
1059,113,21,2026-05-03,1,129.07,129.07
1060,108,18,2025-09-28,6,261.94,1571.64
1061,106,5,2026-05-18,3,473.96,1421.88
1062,106,45,2026-03-30,4,376.51,1506.04
1063,199,6,2026-05-27,9,139.88,1258.92
1064,121,12,2026-04-28,10,41.37,413.7
1065,181,20,2025-10-24,1,274.22,274.22
1066,133,47,2025-10-05,3,256.4,769.2
1067,144,46,2025-10-12,4,34.57,138.28
1068,170,35,2026-01-19,6,484.81,2908.86
1069,135,24,2026-01-03,8,183.61,1468.88
1070,81,25,2025-11-22,7,238.84,1671.88
1071,118,45,2026-02-07,3,376.51,1129.53
1072,88,29,2025-10-18,9,131.84,1186.56
1073,91,37,2026-02-07,9,-25.0,-225.0
1074,157,31,2025-09-28,5,216.72,1083.6
1075,50,40,2026-03-06,8,139.95,1119.6
1076,72,40,2026-04-15,4,139.95,559.8
1077,77,13,2026-03-09,9,298.27,2684.43
1078,77,11,2026-07-11,4,69.29,277.16
1079,181,25,2025-10-24,5,238.84,1194.2
1080,177,9,2026-04-03,4,497.62,1990.48
1081,82,30,2026-05-07,8,272.78,2182.24
1082,90,45,2025-12-18,8,376.51,3012.08
1083,185,38,2026-03-05,9,452.2,4069.8
1084,74,44,2025-12-26,5,293.8,1469.0
1085,147,9,2026-02-27,2,497.62,995.24
1086,98,44,2026-07-20,9,293.8,2644.2
1087,89,24,2026-08-16,7,183.61,1285.27
1088,75,26,2026-06-12,3,339.95,1019.85
1089,74,25,2026-04-16,1,238.84,238.84
1090,89,1,2026-08-22,2,128.03,256.06
1091,168,49,2025-10-09,8,427.16,3417.28
1092,192,5,2026-08-29,5,473.96,2369.8
1093,55,24,2026-06-23,8,183.61,1468.88
1094,138,4,2025-12-22,4,72.91,291.64
1095,144,7,2025-10-29,5,482.54,2412.7
1096,36,18,2025-12-28,5,261.94,1309.7
1097,158,14,2026-06-02,2,298.34,596.68
1098,62,7,2025-11-22,10,482.54,4825.4
1099,13,30,2026-05-22,4,272.78,1091.12
1100,58,20,2025-09-21,9,274.22,2467.98
1101,14,29,2026-07-24,4,131.84,527.36
1102,106,4,2026-04-25,2,72.91,145.82
1103,184,18,2026-08-04,6,261.94,1571.64
1104,26,10,2026-06-02,8,224.67,1797.36
1105,2,30,2026-02-20,3,272.78,818.34
1106,41,3,2026-01-14,9,409.85,3688.65
1107,168,9,2026-05-18,7,497.62,3483.34
1108,123,38,2026-01-07,8,452.2,3617.6
1109,194,46,2026-05-17,4,34.57,138.28
1110,83,44,2025-11-09,5,293.8,1469.0
1111,166,22,2026-06-29,5,405.67,2028.35
1112,197,20,2026-01-17,1,274.22,274.22
1113,167,31,2026-06-07,2,216.72,433.44
1114,60,39,2026-05-03,10,195.7,1957.0
1115,190,34,2025-11-20,9,34.79,313.11
1116,45,26,2026-06-15,1,339.95,339.95
1117,46,39,2026-01-19,7,195.7,1369.9
1118,102,37,2025-10-26,1,-25.0,-25.0
1119,48,18,2025-10-21,8,261.94,2095.52
1120,10,44,2026-04-13,5,293.8,1469.0
1121,77,27,2026-01-19,1,39.7,39.7
1122,155,18,2025-11-09,10,261.94,2619.4
1123,86,16,2026-01-27,2,122.18,244.36
1124,117,47,2026-02-26,5,256.4,1282.0
1125,135,24,2026-01-05,9,183.61,1652.49
1126,35,5,2026-07-23,8,473.96,3791.68
1127,120,44,2025-10-20,9,293.8,2644.2
1128,50,46,2026-06-03,5,34.57,172.85
1129,85,17,2026-04-25,2,431.22,862.44
1130,188,19,2026-05-12,3,337.8,1013.4
1131,166,1,2026-03-10,8,128.03,1024.24
1132,184,33,2026-06-10,5,227.13,1135.65
1133,4,30,2026-08-06,3,272.78,818.34
1134,76,9,2026-02-20,6,497.62,2985.72
1135,173,22,2026-01-26,10,405.67,4056.7
1136,45,38,2026-05-05,4,452.2,1808.8
1137,164,14,2026-01-31,10,298.34,2983.4
1138,110,33,2026-03-10,7,227.13,1589.91
1139,84,32,2026-03-12,9,236.69,2130.21
1140,103,39,2025-11-13,2,195.7,391.4
1141,48,39,2026-04-08,2,195.7,391.4
1142,123,44,2025-12-04,3,293.8,881.4
1143,64,5,2025-09-16,6,473.96,2843.76
1144,67,2,2026-08-05,1,51.97,51.97
1145,61,19,2026-06-01,7,337.8,2364.6
1146,193,19,2025-12-30,8,337.8,2702.4
1147,85,20,2025-09-21,5,274.22,1371.1
1148,150,13,2026-04-12,5,298.27,1491.35
1149,3,44,2026-07-12,10,293.8,2938.0
1150,168,32,2026-06-24,5,236.69,1183.45
1151,178,22,2026-08-08,6,405.67,2434.02
1152,16,26,2026-05-16,4,339.95,1359.8
1153,120,12,2025-11-24,2,41.37,82.74
1154,41,41,2025-11-04,5,149.77,748.85
1155,176,49,2025-12-22,7,427.16,2990.12
1156,181,28,2026-06-06,9,402.29,3620.61
1157,177,41,2025-12-19,5,149.77,748.85
1158,164,4,2026-03-12,2,72.91,145.82
1159,95,3,2025-11-26,5,409.85,2049.25
1160,57,20,2026-05-14,10,274.22,2742.2
1161,35,31,2026-06-19,4,216.72,866.88
1162,40,38,2025-09-23,8,452.2,3617.6
1163,192,9,2026-05-02,8,497.62,3980.96
1164,96,33,2026-01-26,10,227.13,2271.3
1165,180,16,2025-11-19,7,122.18,855.26
1166,121,36,2026-01-09,9,91.49,823.41
1167,171,9,2025-11-15,9,497.62,4478.58
1168,196,3,2025-11-09,4,409.85,1639.4
1169,175,32,2025-10-28,4,236.69,946.76
1170,21,21,2025-10-25,10,129.07,1290.7
1171,115,45,2026-09-11,9,376.51,3388.59
1172,181,32,2026-07-02,9,236.69,2130.21
1173,20,25,2025-11-23,6,238.84,1433.04
1174,29,44,2026-03-26,10,293.8,2938.0
1175,141,44,2026-05-06,1,293.8,293.8
